match_id,match_datetime,stage,fixture,player_id,player_name,nation,team,minutes,goals,assists,key_passes,dribbles,ball_recoveries,clearances,interceptions,tackles,blocks_saves,shots_on_target,yellow_cards,red_cards,own_goals,penalties_missed,penalties_saved,goals_conceded,defcons,attcons,points,processed_at
4tcpns1nwyc0jtpucgzj9dp90,2026-06-11T19:00:00+00:00,G1,Mexico vs South Africa,2yy92k3mijydne7x62l14x5ka,T. Mbatha,,South Africa,42.0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,3,1,0.0,2026-06-12T14:11:11.777666+00:00
4tcpns1nwyc0jtpucgzj9dp90,2026-06-11T19:00:00+00:00,G1,Mexico vs South Africa,bgus835fleaiz07n3m8icaiy2,O. Appollis,,South Africa,21.0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,4,0,0.0,2026-06-12T14:11:11.777677+00:00
4tcpns1nwyc0jtpucgzj9dp90,2026-06-11T19:00:00+00:00,G1,Mexico vs South Africa,ejedv0ucnxotfpn0bv8x0dck5,T. Zwane,,South Africa,23.0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,2,0,0.0,2026-06-12T14:11:11.777689+00:00
4tcpns1nwyc0jtpucgzj9dp90,2026-06-11T19:00:00+00:00,G1,Mexico vs South Africa,8a3wpfqogegargr5owpmxwj8q,E. Makgopa,,South Africa,22.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,2026-06-12T14:11:11.777701+00:00
9hjlhmip7tn4qgpwr47txpafo,2026-06-12T02:00:00+00:00,G1,Korea Republic vs Czechia,86gtnji8gzd7t05si9bzdhcyd,Kim Seung-Gyu,,Korea Republic,96.0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,1,7,0,0.0,2026-06-12T14:11:11.981242+00:00
9hjlhmip7tn4qgpwr47txpafo,2026-06-12T02:00:00+00:00,G1,Korea Republic vs Czechia,eifui3hrv21plt57hxo8dhl62,Seol Young-Woo,,Korea Republic,96.0,0,0,1,1,3,1,1,1,0,0,0,0,0,0,0,1,6,2,0.0,2026-06-12T14:11:11.981261+00:00
9hjlhmip7tn4qgpwr47txpafo,2026-06-12T02:00:00+00:00,G1,Korea Republic vs Czechia,av2iblvadx7u9cj27qgbm09ka,Lee Tae-Seok,,Korea Republic,68.0,0,0,2,0,0,6,0,1,0,0,0,0,0,0,0,1,7,2,0.0,2026-06-12T14:11:11.981274+00:00
9hjlhmip7tn4qgpwr47txpafo,2026-06-12T02:00:00+00:00,G1,Korea Republic vs Czechia,7g2f8v5bmgnqxy8bla80tq1as,Lee Gi-Hyuk,,Korea Republic,96.0,0,0,0,0,2,8,3,0,0,0,1,0,0,0,0,1,13,0,0.0,2026-06-12T14:11:11.981286+00:00
9hjlhmip7tn4qgpwr47txpafo,2026-06-12T02:00:00+00:00,G1,Korea Republic vs Czechia,2p1pns6j6id4nx3nbi7fv0wrt,Kim Min-Jae,South Korea,Korea Republic,96.0,0,0,2,0,3,3,2,1,0,0,0,0,0,0,0,1,6,2,1.5,2026-06-12T14:11:11.981354+00:00
9hjlhmip7tn4qgpwr47txpafo,2026-06-12T02:00:00+00:00,G1,Korea Republic vs Czechia,c3sp1x0shf2b24rl5ike6v0iy,Lee Han-Beom,,Korea Republic,96.0,0,0,0,0,2,5,0,1,0,0,0,0,0,0,0,1,8,0,0.0,2026-06-12T14:11:11.981373+00:00
9hjlhmip7tn4qgpwr47txpafo,2026-06-12T02:00:00+00:00,G1,Korea Republic vs Czechia,43ib46nh45n9oajf5rmaz4f6x,Hwang In-Beom,,Korea Republic,83.0,1,1,1,2,5,2,2,0,0,2,0,0,0,0,0,1,9,5,0.0,2026-06-12T14:11:11.981387+00:00
9hjlhmip7tn4qgpwr47txpafo,2026-06-12T02:00:00+00:00,G1,Korea Republic vs Czechia,cc5c5mmpywxpgrb33oztcdgid,Paik Seung-Ho,,Korea Republic,83.0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,1,6,1,0.0,2026-06-12T14:11:11.981399+00:00
9hjlhmip7tn4qgpwr47txpafo,2026-06-12T02:00:00+00:00,G1,Korea Republic vs Czechia,12ekwo6gbza410blv4b4r7ydx,Son Heung-Min,South Korea,Korea Republic,68.0,0,0,1,1,3,0,0,0,0,1,0,0,0,0,0,1,3,3,2.0,2026-06-12T14:11:11.981417+00:00
9hjlhmip7tn4qgpwr47txpafo,2026-06-12T02:00:00+00:00,G1,Korea Republic vs Czechia,8b3igmuipfhfzm39ack89de96,Lee Kang-In,,Korea Republic,96.0,0,1,3,8,1,0,0,1,0,1,0,0,0,0,0,1,2,12,0.0,2026-06-12T14:11:11.981432+00:00
9hjlhmip7tn4qgpwr47txpafo,2026-06-12T02:00:00+00:00,G1,Korea Republic vs Czechia,bwqqecmqm76v5b83v1cz891p1,Lee Jae-Sung,,Korea Republic,61.0,0,0,3,1,3,2,1,0,0,1,0,0,0,0,0,1,6,5,0.0,2026-06-12T14:11:11.981444+00:00
9hjlhmip7tn4qgpwr47txpafo,2026-06-12T02:00:00+00:00,G1,Korea Republic vs Czechia,dl8x6fzdexn8r0sj65vgcgq8l,Hwang Hee-Chan,,Korea Republic,35.0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0.0,2026-06-12T14:11:11.981457+00:00
9hjlhmip7tn4qgpwr47txpafo,2026-06-12T02:00:00+00:00,G1,Korea Republic vs Czechia,b5wk02yjsdg5u1bu6quczvrop,Park Jin-Seob,,Korea Republic,13.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0.0,2026-06-12T14:11:11.981469+00:00
